country,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,new_recovered,active_cases,critical_cases
France,2023-01-25,11502,28,297,0,5345,3,5860,149
France,2023-01-26,11764,262,301,4,5366,21,6097,119
France,2023-01-27,12047,283,311,10,5583,217,6153,293
France,2023-01-28,12054,7,311,0,5583,0,6160,139
France,2023-01-29,12440,386,316,5,5856,273,6268,250
France,2023-01-30,13333,893,330,14,5937,81,7066,233
France,2023-01-31,13443,110,334,4,5967,30,7142,354
France,2023-02-01,14214,771,334,0,6267,300,7613,172
France,2023-02-02,14450,236,337,3,6267,0,7846,273
France,2023-02-03,14863,413,339,2,6495,228,8029,187
France,2023-02-04,14884,21,339,0,6510,15,8035,222
France,2023-02-05,15388,504,344,5,6655,145,8389,38
France,2023-02-06,16107,719,345,1,6798,143,8964,214
France,2023-02-07,16856,749,362,17,7034,236,9460,437
France,2023-02-08,17262,406,375,13,7148,114,9739,175
France,2023-02-09,17968,706,386,11,7646,498,9936,296
France,2023-02-10,18918,950,390,4,8143,497,10385,254
France,2023-02-11,19564,646,412,22,8571,428,10581,328
France,2023-02-12,19956,392,420,8,8800,229,10736,18
France,2023-02-13,19958,2,420,0,8800,0,10738,197
France,2023-02-14,20179,221,429,9,8900,100,10850,362
France,2023-02-15,20336,157,432,3,8917,17,10987,442
France,2023-02-16,20731,395,449,17,8920,3,11362,11
France,2023-02-17,21556,825,464,15,9051,131,12041,510
France,2023-02-18,22537,981,493,29,9118,67,12926,568
France,2023-02-19,22740,203,500,7,9197,79,13043,301
France,2023-02-20,23342,602,515,15,9422,225,13405,11
France,2023-02-21,23845,503,520,5,9608,186,13717,580
France,2023-02-22,24160,315,520,0,9645,37,13995,171
France,2023-02-23,24797,637,548,28,9690,45,14559,285
France,2023-02-24,25047,250,559,11,9717,27,14771,29
France,2023-02-25,25173,126,559,0,9792,75,14822,97
France,2023-02-26,25379,206,565,6,9803,11,15011,458
France,2023-02-27,26137,758,590,25,9835,32,15712,690
France,2023-02-28,26177,40,590,0,9865,30,15722,662
France,2023-03-01,26300,123,593,3,9900,35,15807,468
France,2023-03-02,27264,964,597,4,10589,689,16078,157
France,2023-03-03,27967,703,624,27,10800,211,16543,360
France,2023-03-04,28057,90,626,2,10850,50,16581,223
France,2023-03-05,28919,862,643,17,11051,201,17225,732
France,2023-03-06,29734,815,650,7,11680,629,17404,579
France,2023-03-07,30369,635,657,7,11998,318,17714,293
France,2023-03-08,30374,5,657,0,11999,1,17718,55
France,2023-03-09,30850,476,671,14,12037,38,18142,561
France,2023-03-10,31114,264,681,10,12230,193,18203,322
France,2023-03-11,31176,62,681,0,12232,2,18263,267
France,2023-03-12,31591,415,691,10,12252,20,18648,100
France,2023-03-13,32373,782,698,7,12522,270,19153,626
France,2023-03-14,33123,750,713,15,12554,32,19856,407
France,2023-03-15,33884,761,740,27,12674,120,20470,65
France,2023-03-16,33959,75,740,0,12680,6,20539,808
France,2023-03-17,34659,700,752,12,12742,62,21165,442
France,2023-03-18,35247,588,770,18,13126,384,21351,1025
France,2023-03-19,35971,724,783,13,13238,112,21950,1000
France,2023-03-20,36038,67,784,1,13255,17,21999,261
France,2023-03-21,36064,26,784,0,13266,11,22014,525
France,2023-03-22,36877,813,801,17,13480,214,22596,863
France,2023-03-23,37862,985,829,28,13685,205,23348,391
France,2023-03-24,38144,282,830,1,13881,196,23433,431
France,2023-03-25,38878,734,858,28,14386,505,23634,6
France,2023-03-26,39781,903,884,26,15021,635,23876,715
France,2023-03-27,40586,805,913,29,15454,433,24219,477
France,2023-03-28,41473,887,941,28,15605,151,24927,697
France,2023-03-29,42122,649,941,0,16008,403,25173,455
France,2023-03-30,42172,50,941,0,16011,3,25220,645
France,2023-03-31,42231,59,941,0,16037,26,25253,445
Germany,2023-01-01,799,799,6,6,345,345,448,11
Germany,2023-01-02,1456,657,37,31,429,84,990,26
Germany,2023-01-03,1495,39,37,0,450,21,1008,10
Germany,2023-01-04,1789,294,41,4,573,123,1175,39
Germany,2023-01-05,1916,127,46,5,608,35,1262,38
Germany,2023-01-06,2807,891,57,11,967,359,1783,75
Germany,2023-01-07,3629,822,93,36,1049,82,2487,75
Germany,2023-01-08,4320,691,109,16,1589,540,2622,101
Germany,2023-01-09,4328,8,109,0,1590,1,2629,94
Germany,2023-01-10,4451,123,114,5,1649,59,2688,123
Germany,2023-01-11,5441,990,132,18,2173,524,3136,129
Germany,2023-01-12,5724,283,142,10,2368,195,3214,16
Germany,2023-01-13,6007,283,154,12,2374,6,3479,0
Germany,2023-01-14,6014,7,154,0,2375,1,3485,67
Germany,2023-01-15,6841,827,190,36,2803,428,3848,113
Germany,2023-01-16,7599,758,198,8,2969,166,4432,170
Germany,2023-01-17,8592,993,234,36,3037,68,5321,91
Germany,2023-01-18,9373,781,247,13,3365,328,5761,134
Germany,2023-01-19,9723,350,259,12,3463,98,6001,232
Germany,2023-01-20,10251,528,264,5,3503,40,6484,181
Germany,2023-01-21,10529,278,269,5,3526,23,6734,251
Germany,2023-01-22,11419,890,305,36,3713,187,7401,34
Germany,2023-01-23,12385,966,311,6,4057,344,8017,76
Germany,2023-01-24,12402,17,311,0,4057,0,8034,293
Germany,2023-01-25,12402,0,311,0,4057,0,8034,113
Germany,2023-01-26,13278,876,315,4,4664,607,8299,127
Germany,2023-01-27,13800,522,316,1,5025,361,8459,240
Germany,2023-01-28,14325,525,335,19,5066,41,8924,204
Germany,2023-01-29,14753,428,354,19,5173,107,9226,144
Germany,2023-01-30,15257,504,372,18,5187,14,9698,164
Germany,2023-01-31,15371,114,376,4,5234,47,9761,384
Germany,2023-02-01,16188,817,413,37,5488,254,10287,459
Germany,2023-02-02,17000,812,418,5,5848,360,10734,494
Germany,2023-02-03,17784,784,434,16,6365,517,10985,166
Germany,2023-02-04,18058,274,434,0,6396,31,11228,426
Germany,2023-02-05,18105,47,435,1,6429,33,11241,55
Germany,2023-02-06,18435,330,447,12,6460,31,11528,66
Germany,2023-02-07,18582,147,449,2,6479,19,11654,573
Germany,2023-02-08,19191,609,461,12,6723,244,12007,438
Germany,2023-02-09,19925,734,473,12,6803,80,12649,510
Germany,2023-02-10,20059,134,477,4,6848,45,12734,506
Germany,2023-02-11,20729,670,489,12,7265,417,12975,602
Germany,2023-02-12,21131,402,495,6,7385,120,13251,130
Germany,2023-02-13,21285,154,501,6,7410,25,13374,525
Germany,2023-02-14,22244,959,528,27,7984,574,13732,57
Germany,2023-02-15,22537,293,541,13,8133,149,13863,107
Germany,2023-02-16,23041,504,546,5,8438,305,14057,25
Germany,2023-02-17,23309,268,550,4,8508,70,14251,73
Germany,2023-02-18,24215,906,558,8,8982,474,14675,144
Germany,2023-02-19,24566,351,563,5,9158,176,14845,700
Germany,2023-02-20,25084,518,579,16,9277,119,15228,513
Germany,2023-02-21,25451,367,580,1,9402,125,15469,277
Germany,2023-02-22,26265,814,580,0,9566,164,16119,666
Germany,2023-02-23,26925,660,600,20,9797,231,16528,546
Germany,2023-02-24,27166,241,611,11,9870,73,16685,328
Germany,2023-02-25,27730,564,631,20,10277,407,16822,318
Germany,2023-02-26,27778,48,632,1,10290,13,16856,504
Germany,2023-02-27,28145,367,641,9,10445,155,17059,602
Germany,2023-02-28,29142,997,675,34,10870,425,17597,37
Germany,2023-03-01,29148,6,675,0,10872,2,17601,597
Germany,2023-03-02,29151,3,675,0,10873,1,17603,746
Germany,2023-03-03,29418,267,678,3,10899,26,17841,363
Germany,2023-03-04,30185,767,694,16,11062,163,18429,564
Germany,2023-03-05,31098,913,710,16,11456,394,18932,188
Germany,2023-03-06,32067,969,745,35,12095,639,19227,154
Germany,2023-03-07,32630,563,760,15,12378,283,19492,132
Germany,2023-03-08,32988,358,767,7,12619,241,19602,437
Germany,2023-03-09,33779,791,805,38,12982,363,19992,619
Germany,2023-03-10,34313,534,819,14,13025,43,20469,6
Germany,2023-03-11,35222,909,832,13,13170,145,21220,637
Germany,2023-03-12,35700,478,836,4,13444,274,21420,752
Germany,2023-03-13,35830,130,839,3,13452,8,21539,215
Germany,2023-03-14,36773,943,869,30,13977,525,21927,860
Germany,2023-03-15,37715,942,883,14,14151,174,22681,260
Germany,2023-03-16,38599,884,893,10,14523,372,23183,63
Germany,2023-03-17,38873,274,897,4,14723,200,23253,119
Germany,2023-03-18,39187,314,906,9,14961,238,23320,669
Germany,2023-03-19,39777,590,914,8,15038,77,23825,700
Germany,2023-03-20,40365,588,919,5,15195,157,24251,1133
Germany,2023-03-21,40440,75,919,0,15236,41,24285,655
Germany,2023-03-22,40878,438,919,0,15490,254,24469,1010
Germany,2023-03-23,41249,371,931,12,15604,114,24714,11
Germany,2023-03-24,41520,271,940,9,15625,21,24955,150
Germany,2023-03-25,42497,977,968,28,16387,762,25142,108
Germany,2023-03-26,42953,456,975,7,16494,107,25484,103
Germany,2023-03-27,43052,99,977,2,16535,41,25540,393
Germany,2023-03-28,43938,886,1020,43,16935,400,25983,1088
Germany,2023-03-29,44732,794,1027,7,17373,438,26332,850
Germany,2023-03-30,45686,954,1038,11,17686,313,26962,972
Germany,2023-03-31,45955,269,1046,8,17704,18,27205,1169
Spain,2023-01-01,170,170,4,4,87,87,79,2
Spain,2023-01-02,376,206,10,6,130,43,236,1
Spain,2023-01-03,1350,974,47,37,392,262,911,44
Spain,2023-01-04,2127,777,50,3,785,393,1292,59
Spain,2023-01-05,2883,756,84,34,1263,478,1536,1
Spain,2023-01-06,3177,294,84,0,1357,94,1736,50
Spain,2023-01-07,3318,141,90,6,1403,46,1825,87
Spain,2023-01-08,4123,805,119,29,1749,346,2255,82
Spain,2023-01-09,5105,982,125,6,2335,586,2645,1
Spain,2023-01-10,5562,457,141,16,2670,335,2751,19
Spain,2023-01-11,5816,254,144,3,2735,65,2937,9
Spain,2023-01-12,6561,745,157,13,3172,437,3232,70
Spain,2023-01-13,7545,984,167,10,3293,121,4085,43
Spain,2023-01-14,8158,613,172,5,3461,168,4525,15
Spain,2023-01-15,8172,14,172,0,3466,5,4534,0
Spain,2023-01-16,8463,291,173,1,3608,142,4682,6
Spain,2023-01-17,9063,600,195,22,3611,3,5257,101
Spain,2023-01-18,9551,488,213,18,3678,67,5660,269
Spain,2023-01-19,10446,895,230,17,4040,362,6176,168
Spain,2023-01-20,10939,493,240,10,4334,294,6365,42
Spain,2023-01-21,11262,323,251,11,4477,143,6534,242
Spain,2023-01-22,12192,930,287,36,5092,615,6813,178
Spain,2023-01-23,12236,44,287,0,5117,25,6832,203
Spain,2023-01-24,12408,172,288,1,5250,133,6870,83
Spain,2023-01-25,13119,711,292,4,5599,349,7228,106
Spain,2023-01-26,13873,754,319,27,5759,160,7795,210
Spain,2023-01-27,14286,413,332,13,5896,137,8058,54
Spain,2023-01-28,15190,904,357,25,6057,161,8776,17
Spain,2023-01-29,15687,497,372,15,6073,16,9242,49
Spain,2023-01-30,15749,62,374,2,6089,16,9286,86
Spain,2023-01-31,16256,507,379,5,6354,265,9523,430
Spain,2023-02-01,16908,652,403,24,6735,381,9770,373
Spain,2023-02-02,17314,406,417,14,6780,45,10117,289
Spain,2023-02-03,18016,702,421,4,6856,76,10739,396
Spain,2023-02-04,18784,768,426,5,7006,150,11352,353
Spain,2023-02-05,19473,689,427,1,7400,394,11646,198
Spain,2023-02-06,19595,122,427,0,7471,71,11697,411
Spain,2023-02-07,19889,294,438,11,7555,84,11896,425
Spain,2023-02-08,20611,722,444,6,7668,113,12499,359
Spain,2023-02-09,21419,808,471,27,7762,94,13186,164
Spain,2023-02-10,21517,98,474,3,7789,27,13254,127
Spain,2023-02-11,22471,954,505,31,7915,126,14051,387
Spain,2023-02-12,22791,320,510,5,8162,247,14119,679
Spain,2023-02-13,22803,12,510,0,8166,4,14127,459
Spain,2023-02-14,23135,332,518,8,8315,149,14302,524
Spain,2023-02-15,23792,657,525,7,8754,439,14513,449
Spain,2023-02-16,24085,293,525,0,8777,23,14783,136
Spain,2023-02-17,24553,468,546,21,8987,210,15020,336
Spain,2023-02-18,25334,781,554,8,9377,390,15403,411
Spain,2023-02-19,25499,165,557,3,9417,40,15525,666
Spain,2023-02-20,25849,350,569,12,9568,151,15712,766
Spain,2023-02-21,26091,242,579,10,9693,125,15819,530
Spain,2023-02-22,27061,970,594,15,10179,486,16288,751
Spain,2023-02-23,27893,832,597,3,10354,175,16942,446
Spain,2023-02-24,28246,353,605,8,10491,137,17150,328
Spain,2023-02-25,28445,199,608,3,10558,67,17279,127
Spain,2023-02-26,29076,631,610,2,10773,215,17693,235
Spain,2023-02-27,29100,24,610,0,10776,3,17714,430
Spain,2023-02-28,29644,544,612,2,10818,42,18214,860
Spain,2023-03-01,29681,37,612,0,10822,4,18247,850
Spain,2023-03-02,29736,55,612,0,10857,35,18267,355
Spain,2023-03-03,29801,65,613,1,10877,20,18311,229
Spain,2023-03-04,30156,355,627,14,10968,91,18561,62
Spain,2023-03-05,30218,62,628,1,10982,14,18608,874
Spain,2023-03-06,30376,158,631,3,11033,51,18712,516
Spain,2023-03-07,31084,708,637,6,11292,259,19155,679
Spain,2023-03-08,31576,492,641,4,11433,141,19502,300
Spain,2023-03-09,31832,256,651,10,11511,78,19670,128
Spain,2023-03-10,32088,256,651,0,11627,116,19810,779
Spain,2023-03-11,32117,29,651,0,11632,5,19834,69
Spain,2023-03-12,32814,697,681,30,11648,16,20485,887
Spain,2023-03-13,33151,337,692,11,11657,9,20802,730
Spain,2023-03-14,33227,76,692,0,11696,39,20839,845
Spain,2023-03-15,34082,855,719,27,11849,153,21514,111
Spain,2023-03-16,34670,588,743,24,12110,261,21817,1058
Spain,2023-03-17,34746,76,744,1,12146,36,21856,510
Spain,2023-03-18,35110,364,756,12,12244,98,22110,645
Spain,2023-03-19,35898,788,787,31,12523,279,22588,597
Spain,2023-03-20,36713,815,793,6,12591,68,23329,943
Spain,2023-03-21,37641,928,803,10,13321,730,23517,475
Spain,2023-03-22,37913,272,805,2,13471,150,23637,1149
Spain,2023-03-23,37941,28,805,0,13488,17,23648,869
Spain,2023-03-24,38542,601,810,5,13554,66,24178,715
Spain,2023-03-25,39489,947,823,13,14250,696,24416,29
Spain,2023-03-26,39580,91,824,1,14303,53,24453,449
Spain,2023-03-27,39897,317,832,8,14457,154,24608,999
Spain,2023-03-28,40320,423,833,1,14562,105,24925,687
Spain,2023-03-29,40429,109,833,0,14566,4,25030,384
Spain,2023-03-30,40696,267,836,3,14665,99,25195,964
Spain,2023-03-31,41490,794,851,15,15162,497,25477,732
Italy,2023-01-01,874,874,16,16,70,70,788,31
Italy,2023-01-02,876,2,16,0,70,0,790,17
Italy,2023-01-03,1118,242,17,1,230,160,871,33
Italy,2023-01-04,1540,422,21,4,490,260,1029,15
Italy,2023-01-05,1667,127,26,5,500,10,1141,16
Italy,2023-01-06,1669,2,26,0,500,0,1143,46
Italy,2023-01-07,2370,701,58,32,731,231,1581,23
Italy,2023-01-08,3071,701,59,1,1023,292,1989,89
Italy,2023-01-09,3335,264,70,11,1023,0,2242,35
Italy,2023-01-10,3361,26,70,0,1038,15,2253,52
Italy,2023-01-11,4023,662,101,31,1297,259,2625,3
Italy,2023-01-12,4377,354,105,4,1317,20,2955,133
Italy,2023-01-13,5105,728,124,19,1576,259,3405,83
Italy,2023-01-14,5256,151,124,0,1670,94,3462,158
Italy,2023-01-15,5473,217,131,7,1840,170,3502,140
Italy,2023-01-16,5989,516,147,16,2251,411,3591,111
Italy,2023-01-17,6703,714,157,10,2294,43,4252,6
Italy,2023-01-18,7414,711,157,0,2857,563,4400,162
Italy,2023-01-19,8278,864,180,23,3305,448,4793,199
Italy,2023-01-20,9204,926,198,18,3307,2,5699,166
Italy,2023-01-21,9472,268,198,0,3433,126,5841,252
Italy,2023-01-22,9544,72,199,1,3459,26,5886,131
Italy,2023-01-23,9774,230,205,6,3593,134,5976,2
Italy,2023-01-24,10755,981,252,47,4104,511,6399,180
Italy,2023-01-25,11325,570,266,14,4186,82,6873,254
Italy,2023-01-26,11917,592,291,25,4357,171,7269,289
Italy,2023-01-27,12407,490,296,5,4578,221,7533,79
Italy,2023-01-28,12496,89,297,1,4602,24,7597,356
Italy,2023-01-29,13196,700,297,0,5047,445,7852,77
Italy,2023-01-30,13720,524,303,6,5160,113,8257,49
Italy,2023-01-31,13851,131,303,0,5209,49,8339,227
Italy,2023-02-01,14248,397,314,11,5226,17,8708,68
Italy,2023-02-02,14719,471,329,15,5556,330,8834,422
Italy,2023-02-03,15347,628,350,21,5914,358,9083,432
Italy,2023-02-04,15895,548,375,25,5949,35,9571,455
Italy,2023-02-05,16855,960,375,0,5957,8,10523,101
Italy,2023-02-06,17246,391,388,13,6039,82,10819,376
Italy,2023-02-07,17775,529,391,3,6165,126,11219,264
Italy,2023-02-08,17822,47,392,1,6168,3,11262,300
Italy,2023-02-09,17897,75,393,1,6217,49,11287,50
Italy,2023-02-10,18035,138,396,3,6296,79,11343,102
Italy,2023-02-11,18609,574,399,3,6634,338,11576,318
Italy,2023-02-12,18982,373,402,3,6859,225,11721,89
Italy,2023-02-13,19440,458,403,1,6997,138,12040,425
Italy,2023-02-14,19453,13,403,0,7000,3,12050,322
Italy,2023-02-15,19663,210,407,4,7135,135,12121,312
Italy,2023-02-16,20004,341,412,5,7346,211,12246,474
Italy,2023-02-17,20699,695,418,6,7858,512,12423,392
Italy,2023-02-18,21424,725,421,3,8283,425,12720,63
Italy,2023-02-19,21481,57,422,1,8319,36,12740,551
Italy,2023-02-20,22186,705,427,5,8670,351,13089,73
Italy,2023-02-21,22879,693,434,7,9025,355,13420,246
Italy,2023-02-22,23769,890,455,21,9540,515,13774,274
Italy,2023-02-23,24700,931,496,41,9685,145,14519,111
Italy,2023-02-24,24855,155,502,6,9796,111,14557,713
Italy,2023-02-25,25258,403,509,7,9867,71,14882,427
Italy,2023-02-26,26198,940,555,46,10553,686,15090,674
Italy,2023-02-27,26871,673,565,10,10928,375,15378,476
Italy,2023-02-28,27685,814,597,32,11139,211,15949,423
Italy,2023-03-01,28099,414,612,15,11314,175,16173,104
Italy,2023-03-02,28468,369,625,13,11497,183,16346,110
Italy,2023-03-03,29354,886,625,0,11966,469,16763,662
Italy,2023-03-04,29765,411,630,5,12001,35,17134,803
Italy,2023-03-05,30401,636,638,8,12196,195,17567,156
Italy,2023-03-06,31004,603,665,27,12333,137,18006,299
Italy,2023-03-07,31647,643,676,11,12803,470,18168,618
Italy,2023-03-08,32393,746,680,4,13119,316,18594,428
Italy,2023-03-09,32395,2,680,0,13119,0,18596,69
Italy,2023-03-10,32954,559,692,12,13264,145,18998,79
Italy,2023-03-11,33650,696,716,24,13779,515,19155,700
Italy,2023-03-12,34464,814,747,31,14233,454,19484,819
Italy,2023-03-13,34561,97,750,3,14244,11,19567,871
Italy,2023-03-14,34879,318,758,8,14434,190,19687,131
Italy,2023-03-15,35830,951,801,43,15177,743,19852,169
Italy,2023-03-16,36140,310,810,9,15286,109,20044,390
Italy,2023-03-17,36211,71,810,0,15315,29,20086,766
Italy,2023-03-18,37176,965,848,38,15578,263,20750,370
Italy,2023-03-19,38115,939,871,23,15794,216,21450,797
Italy,2023-03-20,38422,307,872,1,15978,184,21572,929
Italy,2023-03-21,39238,816,886,14,16404,426,21948,239
Italy,2023-03-22,39367,129,888,2,16457,53,22022,755
Italy,2023-03-23,39750,383,903,15,16657,200,22190,361
Italy,2023-03-24,40410,660,928,25,16785,128,22697,123
Italy,2023-03-25,40715,305,935,7,16915,130,22865,899
Italy,2023-03-26,41513,798,948,13,17246,331,23319,645
Italy,2023-03-27,42393,880,964,16,17707,461,23722,27
Italy,2023-03-28,43295,902,1008,44,18261,554,24026,644
Italy,2023-03-29,44040,745,1023,15,18645,384,24372,1191
Italy,2023-03-30,44589,549,1029,6,18888,243,24672,605
Italy,2023-03-31,45415,826,1054,25,19476,588,24885,64
Argentina,2023-01-01,958,958,28,28,449,449,481,12
Argentina,2023-01-02,1710,752,35,7,766,317,909,22
Argentina,2023-01-03,2492,782,66,31,1330,564,1096,7
Argentina,2023-01-04,2528,36,66,0,1346,16,1116,6
Argentina,2023-01-05,2762,234,70,4,1384,38,1308,4
Argentina,2023-01-06,2906,144,72,2,1495,111,1339,56
Argentina,2023-01-07,3157,251,79,7,1622,127,1456,15
Argentina,2023-01-08,3629,472,93,14,1868,246,1668,4
Argentina,2023-01-09,4225,596,102,9,2100,232,2023,52
Argentina,2023-01-10,4940,715,131,29,2344,244,2465,44
Argentina,2023-01-11,5158,218,133,2,2410,66,2615,23
Argentina,2023-01-12,5907,749,161,28,2659,249,3087,53
Argentina,2023-01-13,6821,914,162,1,2727,68,3932,36
Argentina,2023-01-14,7670,849,186,24,3059,332,4425,34
Argentina,2023-01-15,8011,341,195,9,3321,262,4495,145
Argentina,2023-01-16,8298,287,205,10,3435,114,4658,6
Argentina,2023-01-17,8476,178,205,0,3465,30,4806,28
Argentina,2023-01-18,8603,127,208,3,3497,32,4898,102
Argentina,2023-01-19,9076,473,214,6,3782,285,5080,2
Argentina,2023-01-20,9671,595,226,12,4184,402,5261,64
Argentina,2023-01-21,10096,425,243,17,4354,170,5499,4
Argentina,2023-01-22,10228,132,245,2,4423,69,5560,14
Argentina,2023-01-23,10238,10,245,0,4425,2,5568,211
Argentina,2023-01-24,11040,802,248,3,4433,8,6359,82
Argentina,2023-01-25,11620,580,255,7,4795,362,6570,35
Argentina,2023-01-26,12339,719,258,3,5365,570,6716,131
Argentina,2023-01-27,12537,198,260,2,5517,152,6760,183
Argentina,2023-01-28,12980,443,263,3,5776,259,6941,71
Argentina,2023-01-29,13903,923,265,2,6286,510,7352,71
Argentina,2023-01-30,13913,10,265,0,6291,5,7357,191
Argentina,2023-01-31,14292,379,281,16,6296,5,7715,296
Argentina,2023-02-01,15274,982,324,43,6745,449,8205,390
Argentina,2023-02-02,16070,796,329,5,6977,232,8764,74
Argentina,2023-02-03,16717,647,358,29,7315,338,9044,47
Argentina,2023-02-04,17161,444,360,2,7612,297,9189,29
Argentina,2023-02-05,17257,96,361,1,7672,60,9224,308
Argentina,2023-02-06,17794,537,365,4,7819,147,9610,352
Argentina,2023-02-07,18039,245,376,11,7973,154,9690,56
Argentina,2023-02-08,18351,312,388,12,8146,173,9817,471
Argentina,2023-02-09,18817,466,393,5,8231,85,10193,290
Argentina,2023-02-10,19714,897,422,29,8501,270,10791,234
Argentina,2023-02-11,20256,542,431,9,8784,283,11041,391
Argentina,2023-02-12,21228,972,460,29,9460,676,11308,166
Argentina,2023-02-13,21320,92,461,1,9497,37,11362,109
Argentina,2023-02-14,22000,680,462,1,9555,58,11983,103
Argentina,2023-02-15,22876,876,471,9,10116,561,12289,273
Argentina,2023-02-16,23181,305,480,9,10331,215,12370,249
Argentina,2023-02-17,23296,115,482,2,10421,90,12393,269
Argentina,2023-02-18,23583,287,494,12,10442,21,12647,493
Argentina,2023-02-19,23840,257,494,0,10613,171,12733,290
Argentina,2023-02-20,24830,990,540,46,10959,346,13331,486
Argentina,2023-02-21,25826,996,557,17,11227,268,14042,564
Argentina,2023-02-22,26641,815,596,39,11543,316,14502,158
Argentina,2023-02-23,26874,233,600,4,11645,102,14629,490
Argentina,2023-02-24,27601,727,615,15,12067,422,14919,358
Argentina,2023-02-25,28583,982,663,48,12330,263,15590,549
Argentina,2023-02-26,28825,242,665,2,12407,77,15753,276
Argentina,2023-02-27,29639,814,694,29,12695,288,16250,439
Argentina,2023-02-28,30042,403,706,12,12717,22,16619,86
Argentina,2023-03-01,30534,492,711,5,12777,60,17046,674
Argentina,2023-03-02,31107,573,733,22,12815,38,17559,725
Argentina,2023-03-03,32095,988,781,48,13233,418,18081,705
Argentina,2023-03-04,32277,182,782,1,13285,52,18210,290
Argentina,2023-03-05,33216,939,795,13,13302,17,19119,799
Argentina,2023-03-06,33749,533,797,2,13411,109,19541,641
Argentina,2023-03-07,34330,581,812,15,13653,242,19865,166
Argentina,2023-03-08,35161,831,843,31,13755,102,20563,762
Argentina,2023-03-09,35275,114,843,0,13823,68,20609,421
Argentina,2023-03-10,36178,903,846,3,13877,54,21455,21
Argentina,2023-03-11,36327,149,847,1,13967,90,21513,322
Argentina,2023-03-12,37059,732,879,32,14196,229,21984,928
Argentina,2023-03-13,37674,615,896,17,14589,393,22189,611
Argentina,2023-03-14,38614,940,918,22,14850,261,22846,118
Argentina,2023-03-15,38935,321,931,13,15085,235,22919,133
Argentina,2023-03-16,39169,234,935,4,15220,135,23014,950
Argentina,2023-03-17,39188,19,935,0,15222,2,23031,819
Argentina,2023-03-18,40122,934,948,13,15233,11,23941,855
Argentina,2023-03-19,40480,358,959,11,15328,95,24193,515
Argentina,2023-03-20,40983,503,961,2,15586,258,24436,281
Argentina,2023-03-21,41797,814,966,5,15602,16,25229,1138
Argentina,2023-03-22,41933,136,967,1,15694,92,25272,590
Argentina,2023-03-23,42373,440,973,6,15771,77,25629,568
Argentina,2023-03-24,43361,988,976,3,16263,492,26122,367
Argentina,2023-03-25,43365,4,976,0,16263,0,26126,934
Argentina,2023-03-26,43499,134,979,3,16283,20,26237,504
Argentina,2023-03-27,44209,710,995,16,16606,323,26608,1147
Argentina,2023-03-28,44278,69,996,1,16645,39,26637,208
Argentina,2023-03-29,44751,473,1007,11,16934,289,26810,1305
Argentina,2023-03-30,45443,692,1021,14,17352,418,27070,946
Argentina,2023-03-31,46145,702,1040,19,17834,482,27271,1173
Colombia,2023-01-01,916,916,26,26,419,419,471,3
Colombia,2023-01-02,1901,985,33,7,679,260,1189,4
Colombia,2023-01-03,1954,53,34,1,683,4,1237,33
Colombia,2023-01-04,2899,945,44,10,1435,752,1420,21
Colombia,2023-01-05,2991,92,47,3,1440,5,1504,61
Colombia,2023-01-06,2993,2,47,0,1440,0,1506,0
Colombia,2023-01-07,3770,777,54,7,1589,149,2127,80
Colombia,2023-01-08,4360,590,73,19,1626,37,2661,90
Colombia,2023-01-09,4436,76,75,2,1668,42,2693,66
Colombia,2023-01-10,5220,784,86,11,2189,521,2945,121
Colombia,2023-01-11,5549,329,100,14,2211,22,3238,106
Colombia,2023-01-12,5825,276,109,9,2422,211,3294,68
Colombia,2023-01-13,6191,366,124,15,2471,49,3596,138
Colombia,2023-01-14,6560,369,131,7,2505,34,3924,167
Colombia,2023-01-15,7504,944,175,44,3253,748,4076,106
Colombia,2023-01-16,7761,257,183,8,3253,0,4325,139
Colombia,2023-01-17,8683,922,213,30,3759,506,4711,188
Colombia,2023-01-18,9277,594,241,28,3821,62,5215,177
Colombia,2023-01-19,9468,191,245,4,3924,103,5299,137
Colombia,2023-01-20,9492,24,245,0,3928,4,5319,107
Colombia,2023-01-21,10058,566,266,21,4134,206,5658,157
Colombia,2023-01-22,10955,897,280,14,4390,256,6285,15
Colombia,2023-01-23,11372,417,280,0,4643,253,6449,243
Colombia,2023-01-24,12113,741,285,5,5145,502,6683,105
Colombia,2023-01-25,12800,687,294,9,5518,373,6988,341
Colombia,2023-01-26,12830,30,294,0,5527,9,7009,8
Colombia,2023-01-27,12895,65,295,1,5548,21,7052,264
Colombia,2023-01-28,13144,249,296,1,5664,116,7184,64
Colombia,2023-01-29,13747,603,314,18,5840,176,7593,157
Colombia,2023-01-30,14330,583,340,26,6238,398,7752,377
Colombia,2023-01-31,15117,787,348,8,6277,39,8492,413
Colombia,2023-02-01,15396,279,356,8,6406,129,8634,345
Colombia,2023-02-02,15868,472,365,9,6742,336,8761,380
Colombia,2023-02-03,16698,830,376,11,7356,614,8966,293
Colombia,2023-02-04,17509,811,412,36,7775,419,9322,247
Colombia,2023-02-05,17896,387,419,7,8034,259,9443,424
Colombia,2023-02-06,18466,570,422,3,8163,129,9881,3
Colombia,2023-02-07,18989,523,425,3,8273,110,10291,510
Colombia,2023-02-08,19688,699,437,12,8327,54,10924,321
